Disease Name,OrphaCode,Disease Category
Reactive angioendotheliomatosis,673574,Rare neoplastic disease
Autosomal dominant spastic paraplegia type 3,100984,Rare neurologic disease
Hypodontia-scalp hypotrichosis-facial dysmorphism syndrome,685067,Rare developmental defect during embryogenesis
Pediatric acute respiratory distress syndrome,685082,Rare respiratory disease
Combined immunodeficiency due to TBX1 deficiency,685017,Rare developmental defect during embryogenesis
Autosomal recessive pure spastic paraplegia,100982,Rare neurologic disease
Autosomal recessive complex spastic paraplegia,100981,Rare neurologic disease
Primary pericardial mesothelioma,685004,Rare neoplastic disease
Autosomal dominant pure spastic paraplegia,100980,Rare neurologic disease
Mesothelioma of the tunica vaginalis,685010,Rare neoplastic disease
Autosomal dominant complex spastic paraplegia,100979,Rare neurologic disease
Cloverleaf skull-asphyxiating thoracic dysplasia syndrome,100978,Rare developmental defect during embryogenesis
Malformation of the anal canal and the rectum,684757,Rare developmental defect during embryogenesis
Post 5-alpha-reductase inhibitors treatment syndrome,686468,Rare neurologic disease
Post-selective serotonin reuptake inhibitor sexual dysfunction,686475,Rare neurologic disease
Autosomal dominant spastic paraplegia type 10,100991,Rare neurologic disease
Non-fibrotic hypersensitivity pneumonitis,686462,Rare respiratory disease
Fibrotic hypersensitivity pneumonitis,686465,Rare respiratory disease
Autosomal dominant spastic paraplegia type 8,100989,Rare neurologic disease
Autosomal dominant spastic paraplegia type 6,100988,Rare neurologic disease
IFNG-responsive severe mendelian susceptibility to mycobacterial diseases,686447,Rare immune disease
Autosomal recessive spastic paraplegia type 5A,100986,Rare neurologic disease
Autosomal dominant spastic paraplegia type 4,100985,Rare neurologic disease
10p15 microdeletion syndrome,687424,Rare developmental defect during embryogenesis
Autosomal dominant spastic paraplegia type 19,100999,Rare neurologic disease
Autosomal recessive spastic paraplegia type 20,101000,Rare neurologic disease
Lipodystrophy-demyelinating peripheral sensory-motor neuropathy syndrome,686999,Rare endocrine disease
X-linked spastic paraplegia type 16,100997,Rare neurologic disease
Isolated congenital cholesteatoma of the middle ear,686556,Rare developmental defect during embryogenesis
Autosomal dominant spastic paraplegia type 17,100998,Rare neurologic disease
Autosomal recessive spastic paraplegia type 14,100995,Rare neurologic disease
MADD-related developmental delay-endocrine dysfunction-hypohemoglobinemia syndrome,686495,Rare developmental defect during embryogenesis
Autosomal recessive spastic paraplegia type 15,100996,Rare neurologic disease
RNU4-2-related neurodevelopmental disorder-facial dysmorphism-white matter abnormalities-short stature syndrome,686488,Rare developmental defect during embryogenesis
Autosomal dominant spastic paraplegia type 12,100993,Rare neurologic disease
BPTF-related intellectual disability-facial dysmorphism-skeletal anomalies syndrome,686482,Rare developmental defect during embryogenesis
Autosomal dominant spastic paraplegia type 13,100994,Rare neurologic disease
Combined immunodeficiency with normal Ig and poor specific antibody response,688563,Rare immune disease
Autosomal recessive spastic paraplegia type 27,101007,Rare neurologic disease
Reticular dysgenesis-like severe combined immunodeficiency,688543,Rare immune disease
Autosomal recessive spastic paraplegia type 28,101008,Rare neurologic disease
Splenic venous malformation,688523,Rare developmental defect during embryogenesis
Autosomal recessive spastic paraplegia type 25,101005,Rare neurologic disease
Autosomal recessive spastic paraplegia type 26,101006,Rare neurologic disease
Multisystem Langerhans cell histiocytosis,687741,Rare systemic or rheumatologic disease
Single-system multifocal Langerhans cell histiocytosis,687738,Rare systemic or rheumatologic disease
Autosomal recessive spastic paraplegia type 23,101003,Rare neurologic disease
Pulmonary Langerhans cell histiocytosis,687733,Rare systemic or rheumatologic disease
Autosomal recessive spastic paraplegia type 24,101004,Rare neurologic disease
Unifocal Langerhans cell histiocytosis,687730,Rare systemic or rheumatologic disease
Autosomal recessive spastic paraplegia type 21,101001,Rare neurologic disease
10p13-p14 deletion syndrome,687695,Rare developmental defect during embryogenesis
Well-differentiated papillary mesothelial tumour of the pleura,675822,Rare neoplastic disease
Rare thyroid carcinoma,100088,Rare neoplastic disease
Localized pleural mesothelioma,675833,Rare neoplastic disease
Diffused pleural mesothelioma,675837,Rare neoplastic disease
Adrenal/paraganglial tumor,100091,Rare neoplastic disease
Pleural mesothelioma in situ,675841,Rare neoplastic disease
Rare parathyroid tumor,100090,Rare neoplastic disease
Primary hepatic neuroendocrine carcinoma,100085,Rare neoplastic disease
Severe congenital myelofibrosis-pancytopenia-intellectual disability-neurologic and ophthalmic abnormalities syndrome,675775,Rare neoplastic disease
Middle ear neuroendocrine tumor,100084,Rare neoplastic disease
Progressive hypotonia-intellectual disability-facial dysmorphism syndrome due to FYVE-defective RBSN,675782,Rare developmental defect during embryogenesis
Rare thyroid tumor,100087,Rare neoplastic disease
Adenomatoid tumour of the pleura,675814,Rare neoplastic disease
Gallbladder neuroendocrine tumor,100086,Rare neoplastic disease
Combined immunodeficiency due to FOXN1 haploinsufficiency,676039,Rare immune disease
Neuroendocrine tumor with other location,100101,Rare neoplastic disease
Thymic tumor,100100,Rare neoplastic disease
X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,676125,Rare immune disease
Adenomatoid tumour of the peritoneum,675976,Rare neoplastic disease
Carcinoid syndrome,100093,Rare neoplastic disease
Primary benign peritoneal tumor,676030,Rare neoplastic disease
Gastroenteropancreatic neuroendocrine neoplasm,100092,Rare neoplastic disease
Well-differentiated papillary mesothelial tumour of the peritoneum,676033,Rare neoplastic disease
Peritoneal mesothelioma in situ,676036,Rare neoplastic disease
Multiple polyglandular tumor,100094,Rare neoplastic disease
Porphyria due to ALA dehydratase deficiency,100924,Rare inborn errors of metabolism
Intellectual disability-facial dysmorphism-joint hypermobility-hearing loss syndrome,684216,Rare developmental defect during embryogenesis
NOCGUS syndrome,684305,Rare developmental defect during embryogenesis
FRAXE intellectual disability,100973,Rare developmental defect during embryogenesis
FRAXF syndrome,100974,Rare developmental defect during embryogenesis
Hypertrophic olivary degeneration,684290,Rare neurologic disease
Isolated anal canal duplication,684752,Rare developmental defect during embryogenesis
2q13 microdeletion syndrome,684742,Rare developmental defect during embryogenesis
Bathing suit ichthyosis,100976,Rare skin disease
Intellectual disability-epilepsy-dental anomalies-facial dysmorphism syndrome,684232,Rare developmental defect during embryogenesis
Intellectual disability-hypotonia-facial dysmorphism-macrocephaly syndrome,684226,Rare developmental defect during embryogenesis
Isolated growth hormone deficiency type IV,684247,Rare endocrine disease
Neurodevelopmental disorder-spasticity-movement disorder-epileptic syndrome,684240,Rare developmental defect during embryogenesis
F12-related hereditary angioedema with normal C1Inh,100054,Rare systemic or rheumatologic disease
Hereditary angioedema type 2,100051,Rare systemic or rheumatologic disease
Renin-angiotensin-aldosterone system-blocker-induced angioedema,100057,Rare systemic or rheumatologic disease
Acquired angioedema type 1,100056,Rare systemic or rheumatologic disease
Acquired angioedema type 2,100055,Rare systemic or rheumatologic disease
Semantic dementia,100069,Rare neurologic disease
Progressive non-fluent aphasia,100070,Rare neurologic disease
Waterhouse-Friderichsen syndrome,100067,Rare endocrine disease
Neurogenic thoracic outlet syndrome,100073,Rare surgical thoracic disease
Neuroendocrine tumor of stomach,100075,Rare neoplastic disease
Mosaic trisomy 3 syndrome,100071,Rare developmental defect during embryogenesis
Ileal neuroendocrine tumor,100078,Rare neoplastic disease
Neuroendocrine neoplasm of appendix,100079,Rare neoplastic disease
Duodenal neuroendocrine tumor,100076,Rare neoplastic disease
Jejunal neuroendocrine tumor,100077,Rare neoplastic disease
Neuroendocrine tumor of anal canal,100082,Rare neoplastic disease
Laryngeal neuroendocrine tumor,100083,Rare neoplastic disease
Neuroendocrine tumor of the colon,100080,Rare neoplastic disease
Neuroendocrine tumor of the rectum,100081,Rare neoplastic disease
Combined immunodeficiency with low immunoglobulins,688571,Rare immune disease
Myelodysplastic neoplasm with increased blasts type 2,100020,Rare neoplastic disease
Myelodysplastic neoplasm with increased blasts type 1,100019,Rare neoplastic disease
Midface hypoplasia-hearing impairment-elliptocytosis-nephrocalcinosis syndrome,688581,Rare developmental defect during embryogenesis
Combined immunodeficiency due to RELB deficiency,688594,Rare immune disease
Extramedullary soft tissue plasmacytoma,100022,Rare neoplastic disease
Turnpenny-Fry syndrome,688642,Rare developmental defect during embryogenesis
Primary plasmacytoma of the bone,100021,Rare neoplastic disease
Mu-heavy chain disease,100024,Rare neoplastic disease
Isolated adrenal medullary hyperplasia,688649,Rare endocrine disease
Gamma-heavy chain disease,100026,Rare neoplastic disease
Alpha-heavy chain disease,100025,Rare neoplastic disease
Scarlet fever,688995,Rare infectious disease
Isolated spontaneous vertebral artery dissection,689001,Rare neurologic disease
Asymptomatic hyperCKemia-myalgia-rhabdomyolysis syndrome,689021,Rare neurologic disease
Hypocalcified amelogenesis imperfecta,100032,Rare odontologic disease
Hypoplastic amelogenesis imperfecta,100031,Rare odontologic disease
Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism,100034,Rare odontologic disease
Hypomaturation amelogenesis imperfecta,100033,Rare odontologic disease
IFH1-related hereditary spastic paraplegia,689231,Rare neurologic disease
Solitary necrotic nodule of the liver,100035,Rare hepatic disease
RNASEH2B-related hereditary spastic paraplegia,689234,Rare neurologic disease
Acquired hypothalamic obesity,689401,Rare endocrine disease
Poirier-Bienvenue neurodevelopmental syndrome,689397,Rare developmental defect during embryogenesis
Shashi-Pena syndrome,689408,Rare developmental defect during embryogenesis
Adenoid ameloblastoma,689430,Rare odontologic disease
Okur-Chung neurodevelopmental syndrome,689422,Rare developmental defect during embryogenesis
Autosomal dominant intermediate Charcot-Marie-Tooth disease type A,100043,Rare neurologic disease
Autosomal dominant intermediate Charcot-Marie-Tooth disease type B,100044,Rare neurologic disease
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,100045,Rare neurologic disease
Microphthalmia-motor delay-language delay-brain anomalies-diaphragmatic hernia syndrome,689829,Rare developmental defect during embryogenesis
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D,100046,Rare neurologic disease
Structural heart defects-renal anomalies syndrome,689822,Rare developmental defect during embryogenesis
Esophageal duplication cyst,100047,Rare developmental defect during embryogenesis
